,od,birdorder,birdloc,avgCorr,quant025,quant50,quant975,pval,birdloc_lab
80,Europe-Africa,Ciconiifor,ori,-0.467311234,-0.650310713,-0.470969031,-0.285458585,3.58E-05,origin
553,WA-Africa,Passerifor,dest,0.521778577,0.328204361,0.496747813,0.788207973,5.38E-05,destination
178,JapanKorea-Russia,Pelecanifor,ori,-0.322801376,-0.461236282,-0.43571945,-0.027914369,8.96E-05,origin
147,JapanKorea-NChina,Anserifor,dest,-0.411486472,-0.546623455,-0.379974555,-0.272888765,0.00046595,destination
341,Russia-NChina,Sulifor,dest,-0.517854061,-0.623351343,-0.538612429,-0.358316715,0.001612903,destination
181,JapanKorea-SChina,Accipitrifor,dest,-0.249516043,-0.453756561,-0.252403845,-0.071725579,0.002150538,destination
442,SEA-JapanKorea,Falconifor,ori,-0.374539872,-0.65492759,-0.316873075,-0.255115222,0.002419355,origin
359,Russia-SChina,Sulifor,dest,-0.352051588,-0.416947147,-0.363965544,-0.159356628,0.003100358,destination
547,WA-Africa,Ciconiifor,dest,0.46160849,0.160963082,0.47405743,0.61966334,0.00311828,destination
88,Europe-Africa,Pelecanifor,ori,-0.506477404,-0.712709378,-0.548799481,-0.164461438,0.003154122,origin
336,Russia-NChina,Gruifor,ori,0.420455889,0.207052268,0.391039824,0.841512232,0.003261649,origin
330,Russia-NChina,Charadriifor,ori,0.352215006,0.121664876,0.317352157,0.798136776,0.003458781,origin
342,Russia-NChina,Sulifor,ori,-0.4018715,-0.8314948,-0.372271137,-0.15767934,0.004390681,origin
188,JapanKorea-SChina,Ciconiifor,ori,-0.316221378,-0.409143671,-0.329105402,-0.025142011,0.004874552,origin
335,Russia-NChina,Gruifor,dest,-0.252313867,-0.550622834,-0.233142931,-0.082540662,0.006505376,destination
26,Africa-Russia,Ciconiifor,ori,0.654392564,0.247905823,0.668746278,0.921708835,0.007706093,origin
326,Russia-NChina,Accipitrifor,ori,0.465960664,0.227569866,0.444677018,0.881014652,0.008172043,origin
331,Russia-NChina,Ciconiifor,dest,0.463511339,0.25859621,0.453075503,0.77506204,0.00827957,destination
53,CA-JapanKorea,Sulifor,dest,-0.26458634,-0.799878119,-0.121775744,-0.109754048,0.008530466,destination
334,Russia-NChina,Falconifor,ori,-0.375903081,-0.800815847,-0.351172426,-0.151447564,0.0090681,origin
499,USAandCanada-Europe,Passerifor,dest,-0.311159891,-0.527313054,-0.280989787,-0.088946378,0.009139785,destination
196,JapanKorea-SChina,Pelecanifor,ori,-0.272305391,-0.676698568,-0.239549725,-0.039339366,0.009157706,origin
156,JapanKorea-NChina,Gruifor,ori,-0.048010469,-0.360062885,-0.027728112,-0.002839893,0.009247312,origin
338,Russia-NChina,Passerifor,ori,0.386616072,0.173766807,0.359647782,0.838875083,0.009283154,origin
332,Russia-NChina,Ciconiifor,ori,0.223869258,0.033237128,0.20378109,0.530668199,0.010125448,origin
328,Russia-NChina,Anserifor,ori,0.378374249,0.213384032,0.367508816,0.690975298,0.010878136,origin
155,JapanKorea-NChina,Gruifor,dest,-0.068054881,-0.570055891,-0.032328186,-0.003666056,0.010896057,destination
150,JapanKorea-NChina,Charadriifor,ori,-0.360871543,-0.489406863,-0.352698396,-0.170214051,0.011039427,origin
389,SChina-JapanKorea,Gruifor,dest,-0.12759468,-0.182763768,-0.129383382,-0.06143956,0.01172043,destination
32,Africa-Russia,Passerifor,ori,0.404462171,0.142035728,0.398122635,0.659484685,0.013548387,origin
427,SChina-SEA,Passerifor,dest,0.502969153,0.119830443,0.516230204,0.776979092,0.014139785,destination
124,Europe-USAandCanada,Pelecanifor,ori,-0.18951519,-0.709550936,-0.066083247,-0.034589645,0.014301075,origin
138,Europe-WA,Gruifor,ori,-0.21847137,-0.48581361,-0.206928165,-0.042072517,0.014731183,origin
125,Europe-USAandCanada,Sulifor,dest,0.14406968,0.089953161,0.129016828,0.373140643,0.01546595,destination
325,Russia-NChina,Accipitrifor,dest,0.382380186,0.247360566,0.381949221,0.627642708,0.017777778,destination
429,SChina-SEA,Pelecanifor,dest,0.431576214,0.069184743,0.425382312,0.794796092,0.018817204,destination
298,Russia-CA,Falconifor,ori,-0.234840435,-0.601702255,-0.218364953,-0.082174618,0.019014507,origin
304,Russia-CA,Pelecanifor,ori,0.159988133,0.035137887,0.151154378,0.402258793,0.019355012,origin
340,Russia-NChina,Pelecanifor,ori,0.159515239,0.034479913,0.141631713,0.458619273,0.019390681,origin
418,SChina-SEA,Anserifor,ori,0.481414944,0.110857742,0.481957227,0.814732024,0.019480287,origin
292,Russia-CA,Anserifor,ori,0.270918238,0.141764565,0.27209286,0.44171644,0.019659674,origin
301,Russia-CA,Passerifor,dest,-0.261187964,-0.638629528,-0.248781953,-0.137374659,0.021021694,destination
294,Russia-CA,Charadriifor,ori,0.240809639,0.106078409,0.22148596,0.656966736,0.021398041,origin
85,Europe-Africa,Passerifor,dest,0.623565826,0.166714464,0.663387975,0.867514084,0.022562724,destination
497,USAandCanada-Europe,Gruifor,dest,-0.149772615,-0.421527962,-0.161802633,-0.035814382,0.022867384,destination
300,Russia-CA,Gruifor,ori,0.254751395,0.110307707,0.235093945,0.659047598,0.023405228,origin
290,Russia-CA,Accipitrifor,ori,0.292149059,0.151589791,0.277930184,0.685382303,0.02344107,origin
293,Russia-CA,Charadriifor,dest,-0.373877715,-0.576661478,-0.377541147,-0.18866877,0.023674047,destination
333,Russia-NChina,Falconifor,dest,-0.41154693,-0.534747947,-0.437607253,-0.146158183,0.0240681,destination
353,Russia-SChina,Gruifor,dest,-0.371935342,-0.498169076,-0.380067277,-0.249993051,0.024283154,destination
480,SEA-SChina,Gruifor,ori,-0.296137019,-0.456183121,-0.316708545,-0.049712715,0.024318996,origin
302,Russia-CA,Passerifor,ori,0.220001062,0.051832014,0.19298236,0.690511478,0.025340729,origin
109,Europe-USAandCanada,Accipitrifor,dest,-0.172438797,-0.564169785,-0.08952648,-0.062124036,0.025358423,destination
337,Russia-NChina,Passerifor,dest,0.458864327,0.153176392,0.482818554,0.529679794,0.025537634,destination
421,SChina-SEA,Ciconiifor,dest,0.420925918,0.050270699,0.421934942,0.781936759,0.026021505,destination
117,Europe-USAandCanada,Falconifor,dest,0.215423973,0.127174441,0.186606816,0.507419523,0.026111111,destination
295,Russia-CA,Ciconiifor,dest,-0.307955402,-0.655721141,-0.299769323,-0.149899547,0.026756512,destination
414,SChina-NChina,Sulifor,ori,-0.252614851,-0.533524844,-0.228691734,-0.043824321,0.029462366,origin
538,USAandCanada-LA,Pelecanifor,ori,-0.197841126,-0.852912917,-0.066350203,-0.025616285,0.02975177,origin
502,USAandCanada-Europe,Pelecanifor,ori,-0.241129034,-0.386259388,-0.311023146,-0.047226582,0.030232975,origin
306,Russia-CA,Sulifor,ori,-0.257630845,-0.646999262,-0.243476842,-0.095869626,0.03043038,origin
329,Russia-NChina,Charadriifor,dest,0.489108711,0.099702722,0.525837559,0.551250209,0.033064516,destination
544,WA-Africa,Anserifor,ori,0.297108119,0.024437239,0.252285618,0.622616126,0.034695341,origin
123,Europe-USAandCanada,Pelecanifor,dest,-0.251775802,-0.503150941,-0.18729618,-0.070279264,0.035358423,destination
452,SEA-Russia,Accipitrifor,ori,0.154687315,0.020150448,0.117835639,0.407003353,0.036379928,origin
552,WA-Africa,Gruifor,ori,0.409275346,0.01996184,0.375558507,0.760272655,0.040537634,origin
392,SChina-JapanKorea,Passerifor,ori,0.298253952,0.008641386,0.349338941,0.444709204,0.04218638,origin
299,Russia-CA,Gruifor,dest,-0.283774546,-0.43503077,-0.290205909,-0.028147621,0.046147367,destination
65,CA-Mongolia,Gruifor,dest,-0.318501768,-0.504293786,-0.370793961,-0.074547688,0.047311828,destination
27,Africa-Russia,Falconifor,dest,0.4437045,0.009280349,0.463749807,0.683718953,0.047616487,destination
291,Russia-CA,Anserifor,dest,-0.329186976,-0.431123216,-0.342255256,-0.014808272,0.048208317,destination
31,Africa-Russia,Passerifor,dest,-0.507814381,-0.758341903,-0.534599438,-0.003169583,0.049426523,destination
422,SChina-SEA,Ciconiifor,ori,0.45588928,0.000519486,0.467700227,0.827297963,0.049695341,origin
450,SEA-JapanKorea,Sulifor,ori,-0.345377631,-0.435864196,-0.405997363,0.001018787,0.050573477,origin
45,CA-JapanKorea,Falconifor,dest,-0.384116424,-0.721345161,-0.361294431,0.003347042,0.051415771,destination
149,JapanKorea-NChina,Charadriifor,dest,-0.439986165,-0.625262723,-0.433620308,0.00562834,0.051630824,destination
174,JapanKorea-Russia,Gruifor,ori,0.333332003,-0.005243919,0.316411776,0.59469289,0.05265233,origin
116,Europe-USAandCanada,Ciconiifor,ori,-0.190409523,-0.419222385,-0.185982699,0.018729991,0.053817204,origin
19,Africa-Russia,Accipitrifor,dest,-0.460965865,-0.690853326,-0.490070826,0.027488512,0.054731183,destination
347,Russia-SChina,Charadriifor,dest,-0.219771684,-0.399961734,-0.225653171,0.05803483,0.055017921,destination
21,Africa-Russia,Anserifor,dest,-0.461479305,-0.656092245,-0.491192046,0.022300331,0.055232975,destination
29,Africa-Russia,Gruifor,dest,-0.483069056,-0.701778852,-0.51580967,0.030932435,0.055430108,destination
479,SEA-SChina,Gruifor,dest,-0.31638592,-0.513332511,-0.352536679,0.008226109,0.056003584,destination
146,JapanKorea-NChina,Accipitrifor,ori,-0.474702333,-0.758314899,-0.660170063,0.032353833,0.056397849,origin
487,USAandCanada-Europe,Accipitrifor,dest,0.127315323,-0.01349328,0.113562978,0.458858005,0.056594982,destination
550,WA-Africa,Falconifor,ori,-0.501317152,-0.718511041,-0.551411887,0.006543257,0.056953405,origin
23,Africa-Russia,Charadriifor,dest,-0.393849825,-0.611291793,-0.418741232,0.046807002,0.060268817,destination
35,Africa-Russia,Sulifor,dest,0.367618575,-0.071796202,0.393595729,0.579409554,0.066630824,destination
157,JapanKorea-NChina,Passerifor,dest,-0.462674757,-0.663164926,-0.456568643,0.068771385,0.067204301,destination
115,Europe-USAandCanada,Ciconiifor,dest,-0.210503467,-0.326359087,-0.271034087,0.034511243,0.067544803,destination
317,Russia-Europe,Gruifor,dest,-0.222479223,-0.567501457,-0.212677892,0.354424035,0.067939068,destination
513,USAandCanada-JapanKorea,Falconifor,dest,-0.341778302,-0.418159886,-0.376308627,0.066750858,0.069910394,destination
33,Africa-Russia,Pelecanifor,dest,-0.274205878,-0.436237943,-0.291147362,0.080118778,0.071792115,destination
470,SEA-SChina,Accipitrifor,ori,-0.286104826,-0.378290946,-0.345070168,0.02797129,0.07437276,origin
509,USAandCanada-JapanKorea,Charadriifor,dest,0.13418013,-0.086518501,0.117399736,0.283505179,0.077992832,destination
152,JapanKorea-NChina,Ciconiifor,ori,-0.371297754,-0.541371938,-0.405798071,0.130220535,0.080878136,origin
396,SChina-JapanKorea,Sulifor,ori,-0.249115454,-0.431970429,-0.318648736,0.026062805,0.081702509,origin
281,Russia-Africa,Gruifor,dest,-0.252996644,-0.510935034,-0.263916327,0.170488857,0.085197133,destination
30,Africa-Russia,Gruifor,ori,0.277724365,-0.10857231,0.303048405,0.38132718,0.089462366,origin
327,Russia-NChina,Anserifor,dest,0.221251616,-0.066122733,0.251815013,0.336396329,0.09,destination
209,JapanKorea-USAandCanada,Gruifor,dest,-0.473141405,-0.64160294,-0.556319217,0.013555829,0.091164875,destination
521,USAandCanada-JapanKorea,Sulifor,dest,-0.423013227,-0.528366297,-0.495890621,0.099288592,0.09125448,destination
289,Russia-CA,Accipitrifor,dest,0.353747916,-0.142978949,0.40499407,0.444037343,0.095986523,destination
154,JapanKorea-NChina,Falconifor,ori,0.456189111,-0.223194384,0.645649423,0.745335726,0.09655914,origin
296,Russia-CA,Ciconiifor,ori,0.118093152,-0.031248955,0.097998885,0.556261521,0.100090503,origin
36,Africa-Russia,Sulifor,ori,0.714066533,-0.379466995,0.859252365,0.914247851,0.103261649,origin
444,SEA-JapanKorea,Gruifor,ori,-0.149501528,-0.430798357,-0.120428571,0.145715124,0.104086022,origin
145,JapanKorea-NChina,Accipitrifor,dest,-0.452379018,-0.667683582,-0.462487942,0.258326162,0.105448029,destination
545,WA-Africa,Charadriifor,dest,0.730610179,-0.154344687,0.842862942,0.910516103,0.105519713,destination
505,USAandCanada-JapanKorea,Accipitrifor,dest,0.128255331,-0.150945561,0.153422745,0.313586435,0.106505376,destination
162,JapanKorea-NChina,Sulifor,ori,0.376738219,-0.299199232,0.547694597,0.666596307,0.110663082,origin
186,JapanKorea-SChina,Charadriifor,ori,-0.158879385,-0.358023691,-0.156854722,0.013168402,0.110860215,origin
278,Russia-Africa,Ciconiifor,ori,-0.168112395,-0.286461078,-0.205101962,0.074183171,0.111541219,origin
43,CA-JapanKorea,Ciconiifor,dest,0.549981349,-0.106819465,0.73375564,0.745106102,0.112795699,destination
180,JapanKorea-Russia,Sulifor,ori,-0.282584248,-0.426136995,-0.305178666,0.133379666,0.114946237,origin
140,Europe-WA,Passerifor,ori,-0.35025759,-0.695555923,-0.378609203,0.304548386,0.116057348,origin
158,JapanKorea-NChina,Passerifor,ori,-0.464649652,-0.699758847,-0.514586043,0.331883168,0.118763441,origin
100,Europe-JapanKorea,Falconifor,ori,0.527819364,-0.154797842,0.610348889,0.747661628,0.119265233,origin
49,CA-JapanKorea,Passerifor,dest,0.37427371,-0.200099784,0.367484297,0.766757795,0.120878136,destination
285,Russia-Africa,Pelecanifor,dest,-0.22195576,-0.345011826,-0.265616276,0.188823764,0.121397849,destination
151,JapanKorea-NChina,Ciconiifor,dest,-0.331317366,-0.537576782,-0.440224263,0.277921655,0.123853047,destination
128,Europe-WA,Accipitrifor,ori,0.240381671,-0.259828272,0.259979487,0.497272267,0.126523297,origin
37,CA-JapanKorea,Accipitrifor,dest,0.514576403,-0.133525867,0.670692059,0.684922262,0.127419355,destination
483,SEA-SChina,Pelecanifor,dest,-0.245137621,-0.589600996,-0.239276017,0.160604665,0.127580645,destination
434,SEA-JapanKorea,Accipitrifor,ori,-0.154679782,-0.795653793,-0.021882513,0.098469194,0.128584229,origin
250,NChina-JapanKorea,Pelecanifor,ori,-0.298592086,-0.401745996,-0.336211292,0.148764904,0.131236559,origin
241,NChina-JapanKorea,Ciconiifor,dest,-0.238056798,-0.329617771,-0.266548605,0.14403576,0.13297491,destination
495,USAandCanada-Europe,Falconifor,dest,0.29339091,-0.202999553,0.380232777,0.426193589,0.137598566,destination
543,WA-Africa,Anserifor,dest,0.630081317,-0.261370793,0.76942239,0.808444739,0.14188172,destination
20,Africa-Russia,Accipitrifor,ori,0.588854139,-0.547643418,0.739250658,0.836604991,0.143082437,origin
79,Europe-Africa,Ciconiifor,dest,0.422942783,-0.082903625,0.451689972,0.845740386,0.143082437,destination
182,JapanKorea-SChina,Accipitrifor,ori,-0.256739072,-0.531084553,-0.295621398,0.17750639,0.143189964,origin
235,NChina-JapanKorea,Accipitrifor,dest,-0.188707871,-0.517695959,-0.186973899,0.320461827,0.144820789,destination
236,NChina-JapanKorea,Accipitrifor,ori,-0.305428317,-0.44775249,-0.361038156,0.312819267,0.146451613,origin
159,JapanKorea-NChina,Pelecanifor,dest,-0.275532378,-0.427104364,-0.309773076,0.286762134,0.147562724,destination
558,WA-Africa,Sulifor,ori,0.264965366,-0.185738768,0.251617959,0.621432157,0.14890681,origin
